Code,Text_Weather,Simple_Weather,Alpha,Color
1906,HiProb S/R+,Mix,0.75,magenta
1907,HiProb S-/R+,Mix,0.75,magenta
1908,HiProb S+/R+,Mix,0.75,magenta
1909,MISSING,MISSING,0,white
1910,HiProb S/RW,Mix,0.75,magenta
1911,HiProb S-/RW,Mix,0.75,magenta
1912,HiProb S+/RW,Mix,0.75,magenta
1913,HiProb S/RW-,Mix,0.75,magenta
1914,HiProb S-/RW-,Mix,0.75,magenta
1915,HiProb S+/RW-,Mix,0.75,magenta
1916,HiProb S/RW+,Mix,0.75,magenta
1917,HiProb S-/RW+,Mix,0.75,magenta
1918,HiProb S+/RW+,Mix,0.75,magenta
1919,MISSING,MISSING,0,white
1920,HiProb S/L,Mix,0.75,magenta
1921,HiProb S-/L,Mix,0.75,magenta
1922,HiProb S+/L,Mix,0.75,magenta
1923,HiProb S/L-,Mix,0.75,magenta
1924,HiProb S-/L-,Mix,0.75,magenta
1925,HiProb S+/L-,Mix,0.75,magenta
1926,HiProb S/L+,Mix,0.75,magenta
1927,HiProb S-/L+,Mix,0.75,magenta
1928,HiProb S+/L+,Mix,0.75,magenta
1929,MISSING,MISSING,0,white
1930,HiProb S/ZL,Ice,0.75,cyan
1931,HiProb S-/ZL,Ice,0.75,cyan
1932,HiProb S+/ZL,Ice,0.75,cyan
1933,HiProb S/ZL-,Ice,0.75,cyan
1934,HiProb S-/ZL-,Ice,0.75,cyan
1935,HiProb S+/ZL-,Ice,0.75,cyan
1936,HiProb S/ZL+,Ice,0.75,cyan
1937,HiProb S-/ZL+,Ice,0.75,cyan
1938,HiProb S+/ZL+,Ice,0.75,cyan
1939,MISSING,MISSING,0,white
1940,HiProb S/ZR,Ice,0.75,cyan
1941,HiProb S-/ZR,Ice,0.75,cyan
1942,HiProb S+/ZR,Ice,0.75,cyan
1943,HiProb S/ZR-,Ice,0.75,cyan
1944,HiProb S-/ZR-,Ice,0.75,cyan
1945,HiProb S+/ZR-,Ice,0.75,cyan
1946,HiProb S/ZR+,Ice,0.75,cyan
1947,HiProb S-/ZR+,Ice,0.75,cyan
1948,HiProb S+/ZR+,Ice,0.75,cyan
1949,MISSING,MISSING,0,white
1950,HiProb S/IP,Ice,0.75,cyan
1951,HiProb S-/IP,Ice,0.75,cyan
1952,HiProb S+/IP,Ice,0.75,cyan
1953,HiProb S/IP-,Ice,0.75,cyan
1954,HiProb S-/IP-,Ice,0.75,cyan
1955,HiProb S+/IP-,Ice,0.75,cyan
1956,HiProb S/IP+,Ice,0.75,cyan
1957,HiProb S-/IP+,Ice,0.75,cyan
1958,HiProb S+/IP+,Ice,0.75,cyan
1959,MISSING,MISSING,0,white
1960,HiProb S/SW,Snow,0.75,dodgerblue
1961,HiProb S-/SW,Snow,0.75,dodgerblue
1962,HiProb S+/SW,Snow,0.75,dodgerblue
1963,HiProb S/SW-,Snow,0.75,dodgerblue
1964,HiProb S-/SW-,Snow,0.75,dodgerblue
1965,HiProb S+/SW-,Snow,0.75,dodgerblue
1966,HiProb S/SW+,Snow,0.75,dodgerblue
1967,HiProb S-/SW+,Snow,0.75,dodgerblue
1968,HiProb S+/SW+,Snow,0.75,dodgerblue
1969,MISSING,MISSING,0,white
1970,HiProb S/S,Snow,0.75,dodgerblue
1971,HiProb S-/S,Snow,0.75,dodgerblue
1972,HiProb S+/S,Snow,0.75,dodgerblue
1973,HiProb S/S-,Snow,0.75,dodgerblue
1974,HiProb S-/S-,Snow,0.75,dodgerblue
1975,HiProb S+/S-,Snow,0.75,dodgerblue
1976,HiProb S/S+,Snow,0.75,dodgerblue
1977,HiProb S-/S+,Snow,0.75,dodgerblue
1978,HiProb S+/S+,Snow,0.75,dodgerblue
1979,MISSING,MISSING,0,white
1980,HiProb S/T,Mix,0.75,magenta
1981,HiProb S-/T,Mix,0.75,magenta
1982,HiProb S+/T,Mix,0.75,magenta
1983,HiProb S/T-,Mix,0.75,magenta
1984,HiProb S-/T-,Mix,0.75,magenta
1985,HiProb S+/T-,Mix,0.75,magenta
1986,HiProb S/T+,Severe,0.75,red
1987,HiProb S-/T+,Severe,0.75,red
1988,HiProb S+/T+,Severe,0.75,red
1989,MISSING,MISSING,0,white
1990,HiProb S/F,Snow,0.75,dodgerblue
1991,HiProb S-/F,Snow,0.75,dodgerblue
1992,HiProb S+/F,Snow,0.75,dodgerblue
1993,HiProb S/F-,Snow,0.75,dodgerblue
1994,HiProb S-/F-,Snow,0.75,dodgerblue
1995,HiProb S+/F-,Snow,0.75,dodgerblue
1996,HiProb S/F+,Snow,0.75,dodgerblue
1997,HiProb S-/F+,Snow,0.75,dodgerblue
1998,HiProb S+/F+,Snow,0.75,dodgerblue
1999,MISSING,MISSING,0,white
2000,HiProb T/R,Rain,0.75,green
2001,HiProb T-/R,Rain,0.75,green
2002,HiProb T+/R,Severe,0.75,red
2003,HiProb T/R-,Rain,0.75,green
2004,HiProb T-/R-,Rain,0.75,green
2005,HiProb T+/R-,Severe,0.75,red
2006,HiProb T/R+,Rain,0.75,green
2007,HiProb T-/R+,Rain,0.75,green
2008,HiProb T+/R+,Severe,0.75,red
2009,MISSING,MISSING,0,white
2010,HiProb T/RW,Rain,0.75,green
2011,HiProb T-/RW,Rain,0.75,green
2012,HiProb T+/RW,Severe,0.75,red
2013,HiProb T/RW-,Rain,0.75,green
2014,HiProb T-/RW-,Rain,0.75,green
2015,HiProb T+/RW-,Severe,0.75,red
2016,HiProb T/RW+,Rain,0.75,green
2017,HiProb T-/RW+,Rain,0.75,green
2018,HiProb T+/RW+,Severe,0.75,red
2019,MISSING,MISSING,0,white
2020,HiProb T/L,Rain,0.75,green
2021,HiProb T-/L,Rain,0.75,green
2022,HiProb T+/L,Severe,0.75,red
2023,HiProb T/L-,Rain,0.75,green
2024,HiProb T-/L-,Rain,0.75,green
2025,HiProb T+/L-,Severe,0.75,red
2026,HiProb T/L+,Rain,0.75,green
2027,HiProb T-/L+,Rain,0.75,green
2028,HiProb T+/L+,Severe,0.75,red
2029,MISSING,MISSING,0,white
2030,HiProb T/ZL,Ice,0.75,cyan
2031,HiProb T-/ZL,Ice,0.75,cyan
2032,HiProb T+/ZL,Severe,0.75,red
2033,HiProb T/ZL-,Ice,0.75,cyan
2034,HiProb T-/ZL-,Ice,0.75,cyan
2035,HiProb T+/ZL-,Severe,0.75,red
2036,HiProb T/ZL+,Ice,0.75,cyan
2037,HiProb T-/ZL+,Ice,0.75,cyan
2038,HiProb T+/ZL+,Severe,0.75,red
2039,MISSING,MISSING,0,white
2040,HiProb T/ZR,Ice,0.75,cyan
2041,HiProb T-/ZR,Ice,0.75,cyan
2042,HiProb T+/ZR,Severe,0.75,red
2043,HiProb T/ZR-,Ice,0.75,cyan
2044,HiProb T-/ZR-,Ice,0.75,cyan
2045,HiProb T+/ZR-,Severe,0.75,red
2046,HiProb T/ZR+,Ice,0.75,cyan
2047,HiProb T-/ZR+,Ice,0.75,cyan
2048,HiProb T+/ZR+,Severe,0.75,red
2049,MISSING,MISSING,0,white
2050,HiProb T/IP,Ice,0.75,cyan
2051,HiProb T-/IP,Ice,0.75,cyan
2052,HiProb T+/IP,Severe,0.75,red
2053,HiProb T/IP-,Ice,0.75,cyan
2054,HiProb T-/IP-,Ice,0.75,cyan
2055,HiProb T+/IP-,Severe,0.75,red
2056,HiProb T/IP+,Ice,0.75,cyan
2057,HiProb T-/IP+,Ice,0.75,cyan
2058,HiProb T+/IP+,Severe,0.75,red
2059,MISSING,MISSING,0,white
2060,HiProb T/SW,Mix,0.75,magenta
2061,HiProb T-/SW,Mix,0.75,magenta
2062,HiProb T+/SW,Severe,0.75,red
2063,HiProb T/SW-,Mix,0.75,magenta
2064,HiProb T-/SW-,Mix,0.75,magenta
2065,HiProb T+/SW-,Severe,0.75,red
2066,HiProb T/SW+,Mix,0.75,magenta
2067,HiProb T-/SW+,Mix,0.75,magenta
2068,HiProb T+/SW+,Severe,0.75,red
2069,MISSING,MISSING,0,white
2070,HiProb T/S,Mix,0.75,magenta
2071,HiProb T-/S,Mix,0.75,magenta
2072,HiProb T+/S,Severe,0.75,red
2073,HiProb T/S-,Mix,0.75,magenta
2074,HiProb T-/S-,Mix,0.75,magenta
2075,HiProb T+/S-,Severe,0.75,red
2076,HiProb T/S+,Mix,0.75,magenta
2077,HiProb T-/S+,Mix,0.75,magenta
2078,HiProb T+/S+,Severe,0.75,red
2079,MISSING,MISSING,0,white
2080,HiProb T/T,Rain,0.75,green
2081,HiProb T-/T,Rain,0.75,green
2082,HiProb T+/T,Severe,0.75,red
2083,HiProb T/T-,Rain,0.75,green
2084,HiProb T-/T-,Rain,0.75,green
2085,HiProb T+/T-,Severe,0.75,red
2086,HiProb T/T+,Severe,0.75,red
2087,HiProb T-/T+,Severe,0.75,red
2088,HiProb T+/T+,Severe,0.75,red
2089,MISSING,MISSING,0,white
2090,HiProb T/F,Rain,0.75,green
2091,HiProb T-/F,Rain,0.75,green
2092,HiProb T+/F,Severe,0.75,red
2093,HiProb T/F-,Rain,0.75,green
2094,HiProb T-/F-,Rain,0.75,green
2095,HiProb T+/F-,Severe,0.75,red
2096,HiProb T/F+,Rain,0.75,green
2097,HiProb T-/F+,Rain,0.75,green
2098,HiProb T+/F+,Severe,0.75,red
2099,MISSING,MISSING,0,white
2100,HiProb F/R,Rain,0.75,green
2101,HiProb F-/R,Rain,0.75,green
2102,HiProb F+/R,Rain,0.75,green
2103,HiProb F/R-,Rain,0.75,green
2104,HiProb F-/R-,Rain,0.75,green
2105,HiProb F+/R-,Rain,0.75,green
2106,HiProb F/R+,Rain,0.75,green
2107,HiProb F-/R+,Rain,0.75,green
2108,HiProb F+/R+,Rain,0.75,green
2109,MISSING,MISSING,0,white
2110,HiProb F/RW,Rain,0.75,green
2111,HiProb F-/RW,Rain,0.75,green
2112,HiProb F+/RW,Rain,0.75,green
2113,HiProb F/RW-,Rain,0.75,green
2114,HiProb F-/RW-,Rain,0.75,green
2115,HiProb F+/RW-,Rain,0.75,green
2116,HiProb F/RW+,Rain,0.75,green
2117,HiProb F-/RW+,Rain,0.75,green
2118,HiProb F+/RW+,Rain,0.75,green
2119,MISSING,MISSING,0,white
2120,HiProb F/L,Rain,0.75,green
2121,HiProb F-/L,Rain,0.75,green
2122,HiProb F+/L,Rain,0.75,green
2123,HiProb F/L-,Rain,0.75,green
2124,HiProb F-/L-,Rain,0.75,green
2125,HiProb F+/L-,Rain,0.75,green
2126,HiProb F/L+,Rain,0.75,green
2127,HiProb F-/L+,Rain,0.75,green
2128,HiProb F+/L+,Rain,0.75,green
2129,MISSING,MISSING,0,white
2130,HiProb F/ZL,Ice,0.75,cyan
2131,HiProb F-/ZL,Ice,0.75,cyan
2132,HiProb F+/ZL,Ice,0.75,cyan
2133,HiProb F/ZL-,Ice,0.75,cyan
2134,HiProb F-/ZL-,Ice,0.75,cyan
2135,HiProb F+/ZL-,Ice,0.75,cyan
2136,HiProb F/ZL+,Ice,0.75,cyan
2137,HiProb F-/ZL+,Ice,0.75,cyan
2138,HiProb F+/ZL+,Ice,0.75,cyan
2139,MISSING,MISSING,0,white
2140,HiProb F/ZR,Ice,0.75,cyan
2141,HiProb F-/ZR,Ice,0.75,cyan
2142,HiProb F+/ZR,Ice,0.75,cyan
2143,HiProb F/ZR-,Ice,0.75,cyan
2144,HiProb F-/ZR-,Ice,0.75,cyan
2145,HiProb F+/ZR-,Ice,0.75,cyan
2146,HiProb F/ZR+,Ice,0.75,cyan
2147,HiProb F-/ZR+,Ice,0.75,cyan
2148,HiProb F+/ZR+,Ice,0.75,cyan
2149,MISSING,MISSING,0,white
2150,HiProb F/IP,Ice,0.75,cyan
2151,HiProb F-/IP,Ice,0.75,cyan
2152,HiProb F+/IP,Ice,0.75,cyan
2153,HiProb F/IP-,Ice,0.75,cyan
2154,HiProb F-/IP-,Ice,0.75,cyan
2155,HiProb F+/IP-,Ice,0.75,cyan
2156,HiProb F/IP+,Ice,0.75,cyan
2157,HiProb F-/IP+,Ice,0.75,cyan
2158,HiProb F+/IP+,Ice,0.75,cyan
2159,MISSING,MISSING,0,white
2160,HiProb F/SW,Snow,0.75,dodgerblue
2161,HiProb F-/SW,Snow,0.75,dodgerblue
2162,HiProb F+/SW,Snow,0.75,dodgerblue
2163,HiProb F/SW-,Snow,0.75,dodgerblue
2164,HiProb F-/SW-,Snow,0.75,dodgerblue
2165,HiProb F+/SW-,Snow,0.75,dodgerblue
2166,HiProb F/SW+,Snow,0.75,dodgerblue
2167,HiProb F-/SW+,Snow,0.75,dodgerblue
2168,HiProb F+/SW+,Snow,0.75,dodgerblue
2169,MISSING,MISSING,0,white
2170,HiProb F/S,Snow,0.75,dodgerblue
2171,HiProb F-/S,Snow,0.75,dodgerblue
2172,HiProb F+/S,Snow,0.75,dodgerblue
2173,HiProb F/S-,Snow,0.75,dodgerblue
2174,HiProb F-/S-,Snow,0.75,dodgerblue
2175,HiProb F+/S-,Snow,0.75,dodgerblue
2176,HiProb F/S+,Snow,0.75,dodgerblue
2177,HiProb F-/S+,Snow,0.75,dodgerblue
2178,HiProb F+/S+,Snow,0.75,dodgerblue
2179,MISSING,MISSING,0,white
2180,HiProb F/T,Rain,0.75,green
2181,HiProb F-/T,Rain,0.75,green
2182,HiProb F+/T,Rain,0.75,green
2183,HiProb F/T-,Rain,0.75,green
2184,HiProb F-/T-,Rain,0.75,green
2185,HiProb F+/T-,Rain,0.75,green
2186,HiProb F/T+,Severe,0.75,red
2187,HiProb F-/T+,Severe,0.75,red
2188,HiProb F+/T+,Severe,0.75,red
2189,MISSING,MISSING,0,white
2190,HiProb F/F,Fog,0.75,yellow
2191,HiProb F-/F,Fog,0.75,yellow
2192,HiProb F+/F,Fog,0.75,yellow
2193,HiProb F/F-,Fog,0.75,yellow
2194,HiProb F-/F-,Fog,0.75,yellow
2195,HiProb F+/F-,Fog,0.75,yellow
2196,HiProb F/F+,Fog,0.75,yellow
2197,HiProb F-/F+,Fog,0.75,yellow
2198,HiProb F+/F+,Fog,0.75,yellow
